Устройство,фастфуд,"Абинск, пер. 1 Мая, д. 4 к. 675",bikovavde@rao.org,https://www.ao.net/,+79742081733,False
Уничтожение,фастфуд,"Сургут (Хант.), ул. Озерная, д. 5",grishinanatalja@ip.org,https://ip.biz/,+79801387437,False
Предоставить необычный,ресторан,"Каменск-Шахтинский, пр. Заводской, д. 131",bkudrjavtseva@vgtrk.org,https://www.npo.com/,+79258519305,False
Хозяйка дальний,кафе,"Тихвин, алл. Максима Горького, д. 991 стр. 2/7",ybelousov@oao.biz,https://ip.edu/,+74730483810,False
Слишком,другое,"Череповец, ш. Совхозное, д. 1/2",mihe2005@ip.biz,https://oao.info/,+79539048353,False
Спасть,фастфуд,"Добрянка, алл. Краснознаменная, д. 7",demjan_92@rao.edu,https://zao.biz/,+77784973443,False
Пространство,кафе,"Нижневартовск, наб. Щербакова, д. 71",polikarpmironov@rao.ru,https://oao.ru/,+79291270668,False
Постоянный оставить,магазин,"Верещагино (Перм.), наб. Мая 1, д. 797 стр. 1",trofim_62@yakusheva.info,https://www.zao.net/,+77234441244,False
Командующий вскакивать,кафе,"Городовиковск, наб. Ольховая, д. 3 стр. 217",fekla_1973@ooo.edu,http://www.petrov.ru/,+77787659072,False
Кольцо командир,антикафе,"Южноуральск, бул. Локомотивный, д. 227",antip76@maksidom.com,https://rao.edu/,+74266489601,False
Художественный секунда,студия,"Ноябрьск, пер. Ворошилова, д. 33",dementi1976@belova.info,https://ooo.biz/,+79248674270,False
За,ресторан,"Туруханск, бул. Кедровый, д. 633 к. 15",nikanor_59@oao.info,http://www.ooo.info/,+79014314839,False
Командующий,магазин,"Мытищи, пер. Уральский, д. 1/8 к. 1/2",pahom_76@isakova.edu,https://djachkova.net/,+74745145992,False
Отъезд,студия,"Качканар, ш. Шишкина, д. 40",borisovavalerija@gruppa.biz,http://ao.ru/,+77255972894,False
Построить,фастфуд,"Новороссийск, пр. Мельничный, д. 3",ipatiartemev@rao.org,http://www.ao.info/,+77787405469,False
Да,фастфуд,"Североуральск, алл. Титова, д. 912 к. 470",german_1971@ip.edu,http://rao.ru/,+77183357757,False
Непривычный,магазин,"Калязин, ш. Октябрьское, д. 2/4 стр. 879",prohorovvasili@ooo.edu,https://ao.org/,+79521939630,False
Пища,кафе,"Азов (Рост.), ш. Геологов, д. 2/9 к. 2/2",moke66@ooo.biz,http://www.rao.info/,+77644677844,False
Песня,другое,"Кропоткин (Краснод.), ш. Красногвардейское, д. 496 к. 3",samson_23@npo.ru,https://www.oao.info/,+79636884418,False
Сынок,антикафе,"Карачаевск, ул. Водопроводная, д. 5",luchezar2003@metalloinvest.biz,http://www.ip.biz/,+77054222930,False
Заведение социалистический,другое,"Нижний Новгород, пер. Городской, д. 3/6 стр. 1",kazimiravdeev@rao.net,https://www.ip.net/,+78638084889,False
Поезд мгновение,кафе,"Серов, ул. 9 мая, д. 4/3 к. 55",juvenalinovikov@ooo.edu,http://npo.com/,+77850375602,False
Достоинство,магазин,"Белгород, алл. Баумана, д. 7 стр. 9",nikiforovapelageja@toaz.edu,https://litkin.edu/,+79944479945,False
Столетие,другое,"Ирбит, бул. Культуры, д. 118",rostislav48@zao.net,http://ip.com/,+77625114752,False
Лапа,другое,"Ревда (Сверд.), ш. Вольное, д. 4",dementishubin@zao.biz,http://rao.net/,+79648130100,False
Желание эффект,антикафе,"Тотьма, пр. Ставропольский, д. 9/8 стр. 7/9",harlampi_1985@sahalin.ru,https://ooo.ru/,+74743846947,False
Вывести,ресторан,"Можга, наб. Свердлова, д. 6",averki31@don-stro.net,http://www.ooo.org/,+79905070961,False
Заведение,магазин,"Руза, бул. Интернациональный, д. 6/7",isakovaevfrosinija@dentsu.edu,https://kudrjashova.edu/,+77061938902,False
Счастье порт,магазин,"Каневская, пр. Громова, д. 8 стр. 4",mamontovaalina@zao.ru,http://www.ao.ru/,+78486539734,False
Пересечь жить,ресторан,"Биробиджан, пер. Восточный, д. 9 стр. 580",erast_83@rjabova.ru,https://zao.com/,+79209393127,False
Вряд,антикафе,"Александровск, пр. Химиков, д. 327 к. 415",shashkovarkadi@selezneva.biz,https://pepsiko.org/,+79641862046,False
Сбросить кпсс,фастфуд,"Череповец, алл. Высокая, д. 576",timofeevprokofi@farmstandart.biz,http://www.kuznetsova.com/,+78212410359,False
Триста посвятить,фастфуд,"Шатки, ш. Проезжее, д. 287 стр. 4",dkononov@ao.edu,http://rao.info/,+78624838803,False
Хозяйка,другое,"Куртамыш, бул. Сибирский, д. 8/1",stepanovkuprijan@zao.com,http://www.ip.org/,+79498917349,False
Еврейский темнеть,ресторан,"Туруханск, бул. Мелиоративный, д. 6 стр. 67",firs1979@ip.net,https://www.evon.org/,+77013586180,False
Наступать,фастфуд,"Долинск, пр. Демьяна Бедного, д. 47 стр. 934",margarita71@ip.com,http://tarkett.ru/,+73908231968,False
Приятель,фастфуд,"Городовиковск, наб. Народная, д. 4/2 к. 2/7",firs_47@oao.biz,https://zao.biz/,+77601795497,False
Факультет идея,магазин,"Чита, алл. 9 мая, д. 6 к. 945",boleslavevseev@ooo.com,https://npo.net/,+79596780059,False
Картинка пол,другое,"Усть-Камчатск, пер. Чернышевского, д. 6/4 к. 9/7",ilja29@oao.edu,http://rao.net/,+77166124880,False
Сынок услать,фастфуд,"Северодвинск, пер. Снежный, д. 7/1 стр. 48",anzhelika_91@aktsionerni.edu,http://zao.info/,+79082759828,False
Потянуться заложить,магазин,"Яр-Сале, алл. Крупской, д. 150",zhanna_1993@verni.ru,http://mmk.ru/,+77643214566,False
Пастух,студия,"Москва, алл. Герцена, д. 8 к. 84",ngolubev@oao.info,http://porshe.org/,+79955496358,False
Светило порт,магазин,"Петрозаводск, пр. Монтажников, д. 367 стр. 456",ratibortsvetkov@ip.net,https://www.ip.org/,+79522325391,False
Рассуждение,другое,"Оленек, наб. Привольная, д. 19 к. 2",hohlovsila@sitibank.net,https://isaev.ru/,+78660841916,False
Строительство,антикафе,"Надым, бул. Омский, д. 1 стр. 10",mina59@gruppa.biz,http://www.npo.com/,+78007885085,False
Пасть да,антикафе,"Саянск, пер. Томский, д. 5 стр. 2",antonina1990@zao.info,http://www.elko.net/,+79023393762,False
Видимо бак,магазин,"Камышлов, бул. Сельский, д. 1 стр. 9/8",suhanovevstafi@ponomarev.com,https://ooo.info/,+77081781335,False
Оставить ученый,ресторан,"Нальчик, ш. Речное, д. 6 стр. 5/6",wstrelkova@gromov.biz,https://ip.info/,+77223045496,False
Светило июнь,фастфуд,"Архыз, бул. Краснофлотский, д. 7/5",boleslav1980@kazanorgsintez.edu,http://www.npo.info/,+79863877059,False
Привлекать чувство,студия,"Печенга, пр. Пригородный, д. 187",rjabovaeleonora@r-farm.ru,http://www.npo.biz/,+77068409699,False
Ярко,антикафе,"Моршанск, пер. Краснодарский, д. 5/5 к. 94",kim2011@ao.biz,http://www.rao.org/,+77771324135,False
Тревога выражение,студия,"Плесецк, ул. Крайняя, д. 711 к. 6",taras_2002@rao.com,https://ao.edu/,+79139198530,False
Каюта,студия,"Луховицы, алл. Безымянная, д. 317 к. 60",feofan_2005@npo.biz,https://zao.edu/,+77788520097,False
Конструкция кольцо,магазин,"Курильск, пер. Хуторской, д. 252 к. 539",aleksandra1998@npo.com,https://zao.biz/,+79653847304,False
Солнце совещание,магазин,"Киржач, бул. Волочаевский, д. 4",demjan2006@zao.biz,http://www.kupishuz.org/,+73529592535,False
Казнь,антикафе,"Анапа, ул. Горняцкая, д. 530 стр. 856",kmatveeva@zao.org,http://www.oao.com/,+73951395247,False
Правый,другое,"Елатьма, ул. Лесная, д. 5/5 стр. 80",sila_11@npo.net,https://ao.net/,+77277657449,False
Настать вперед,ресторан,"Кяхта, пер. Авиационный, д. 3 к. 38",evdokimovaljubov@rao.org,http://oao.info/,+77513209854,False
Академик госпожа,студия,"Тарко-Сале, ул. Гастелло, д. 620 стр. 779",samsonovkliment@ao.org,http://gk.ru/,+77074870029,False
Ломать,ресторан,"Игнашино, ул. Надежды, д. 4 к. 362",gushchinlavr@rao.ru,http://rao.ru/,+77851781958,False
Трубка,антикафе,"Инта, пр. Кошевого, д. 3",petrovaksenija@sisoev.net,http://simens.com/,+77713437797,False
Упорно,фастфуд,"Златоуст, пр. Геологов, д. 9 к. 39",gavrila_65@ip.info,https://www.toaz.info/,+77068823674,False
Мотоцикл способ,антикафе,"Неплюевка, бул. 50 лет Октября, д. 4/3 к. 70",anisimovmilen@sap.biz,http://www.ao.biz/,+77076018496,False
Цвет,ресторан,"Рыльск, алл. Черемушки, д. 9 к. 476",kliment92@rao.com,http://ao.com/,+77612853228,False
Заложить,магазин,"Шереметьево, пер. Моховой, д. 3/2",ezatseva@ivanov.org,http://www.promishlenno-metallurgicheski.info/,+77275701400,False
Кидать ягода,кафе,"Ивдель, ш. Леваневского, д. 9 стр. 37",vladimir_06@seleznev.info,https://www.ip.com/,+78467336099,False
Мгновение,студия,"Каневская, алл. Казачья, д. 609 стр. 4",ratmirsamsonov@oao.biz,https://www.ooo.biz/,+79635234304,False
Ручей,магазин,"Липецк, алл. Российская, д. 4 стр. 20",andreevigor@zao.net,https://zao.net/,+78097825922,False
Аж мучительно,фастфуд,"Лагань, наб. Коммунаров, д. 85",fomichevferapont@moskovskaja.net,https://www.zao.biz/,+79766111759,False
О войти,студия,"Дзержинск, алл. Гончарова, д. 1 к. 68",ernst_33@ip.org,https://ao.ru/,+77069679631,False
Терапия бочок,магазин,"Грозный, наб. Линейная, д. 16",tihonovmina@rao.com,https://www.ao.biz/,+79719381928,False
Вскинуть,кафе,"Новая Игирма, алл. Стахановская, д. 817",zahar_18@savin.biz,https://zao.org/,+78210869641,False
Приятель порода,кафе,"Ижевск, алл. Лесхозная, д. 1 стр. 8/8",uorehova@gruppa.edu,https://npo.net/,+79875492266,False
Доставать мелькнуть,магазин,"Александров, алл. Морская, д. 785 стр. 9/4",unaumov@bashkirenergo.info,https://www.ao.net/,+78188633408,False
Кузнец шлем,кафе,"Суздаль, пр. Заречный, д. 3 к. 8",btihonova@frolov.com,https://volkova.com/,+79321123866,False
Порог,магазин,"Минусинск, пр. Локомотивный, д. 764",cegorova@gk.org,https://www.rozhkova.edu/,+78040485316,False
Валюта,антикафе,"Сосногорск, наб. Красина, д. 24 стр. 6",zhuravlevborislav@zao.ru,http://ao.org/,+77088005697,False
Дремать бабочка,кафе,"Плес, наб. Высотная, д. 51 стр. 4/2",ilarion_1994@rao.biz,https://www.mondi.biz/,+77610278644,False
Беспомощный,магазин,"Кинешма, алл. Толстого, д. 264",mamontovprov@npo.net,http://www.ooo.ru/,+77053949504,False
Указанный,ресторан,"Тырныауз, пр. Раздольный, д. 1 к. 35",danila00@tgk-2.edu,https://gurev.ru/,+79787863929,False
Салон,кафе,"Лодейное Поле, алл. Амурская, д. 6",uvarovgavrila@sanofi.com,https://slata.ru/,+79766530890,False
Витрина горький,другое,"Нягань, пр. Аэродромный, д. 8 стр. 310",ruslanalekseev@npo.info,https://zao.net/,+77079606455,False
Неудобно,антикафе,"Сарапул, ш. Славянское, д. 750 к. 3",vlasovosip@ooo.biz,https://www.belozerova.info/,+73826298990,False
Рабочий,кафе,"Славгород, ул. Серафимовича, д. 91 стр. 3/1",polikarp2002@ip.ru,http://oao.info/,+79059409861,False
Сынок темнеть,кафе,"Урус-Мартан, наб. Хуторская, д. 8 к. 812",kuzminspartak@rao.ru,https://krjukova.edu/,+78798204411,False
Рот,другое,"Краснокамск, бул. Фурманова, д. 51 стр. 1/6",sokolovfedosi@ip.org,http://ao.ru/,+77775547230,False
Возмутиться,студия,"Волоколамск, наб. Привокзальная, д. 8/9",nifont1979@npo.net,https://www.shashkov.biz/,+79853617187,False
Отметить,кафе,"Ербогачен, пр. Кочубея, д. 6/1 стр. 1",januarisobolev@ooo.net,http://www.rosteh.info/,+78512945891,False
Падать,другое,"Палана, пер. Ильича, д. 9/6 стр. 72",ermil_76@ooo.org,https://www.zao.info/,+77233631979,False
Карандаш,студия,"Дубна, алл. Физкультурная, д. 6/2 стр. 95",titovkonstantin@ooo.org,https://vishnjakov.org/,+77004846605,False
Плод покидать,студия,"Калач, бул. 40 лет Октября, д. 71",vgalkin@npo.net,http://www.investneftetred.info/,+77187506294,False
Четыре,ресторан,"Томари, ш. Ударное, д. 9",borisovignati@vishnjakov.info,http://www.interneshnl.info/,+73902009324,False
Возникновение,другое,"Черняховск, бул. Сельский, д. 985 к. 3/1",fokaisaev@rao.biz,http://transkapitalbank.edu/,+78482416182,False
Низкий магазин,другое,"Красноуральск, пр. Островского, д. 2 к. 2/3",shirjaevaevpraksija@gk.ru,http://www.ooo.org/,+77023827292,False
Помолчать,антикафе,"Светлогорск (Калин.), пер. Вахитова, д. 4/7 стр. 44",poljakovmaksimiljan@ooo.biz,http://vasileva.info/,+79408480599,False
Ученый запретить,фастфуд,"Шилка, ш. Черняховского, д. 8",olimpiada_2006@rao.edu,http://www.ooo.biz/,+77087078893,False
Выражение,студия,"Мурманск, ул. Энергетиков, д. 8/8 к. 7/1",taras93@nezavisimaja.info,https://www.zao.info/,+77103031093,False
Цвет,магазин,"Красноуральск, ул. Южная, д. 5",blohinaantonina@rao.org,http://www.vasileva.edu/,+79076221699,False
Вскинуть смертельный,ресторан,"Чокурдах, ул. Грибоедова, д. 1/9 к. 9/1",florentinanisimov@ooo.edu,https://oao.biz/,+78728321649,False
Вчера рассуждение,фастфуд,"Красная Поляна, ш. Шишкина, д. 3 к. 87",vlasovaveronika@ao.net,http://gala-form.info/,+74872696978,False
Возмутиться зарплата,ресторан,"Данков, ул. Геологическая, д. 99 к. 80",terentevprov@ooo.edu,http://ip.com/,+79699054939,False
Печатать угроза,ресторан,"Петрозаводск, пер. Авиационный, д. 66",prohorovavasilisa@gromov.com,http://www.npo.ru/,+73820985629,False
Видимо премьера,фастфуд,"Анадырь, бул. Первомайский, д. 7/8 стр. 5",mefodi1972@ooo.com,http://ao.com/,+77613061863,False
Потом непривычный,магазин,"Чермоз, бул. Рылеева, д. 4",lazarodintsov@rao.com,http://www.zao.biz/,+73423891428,False
Наслаждение,магазин,"Нарьян-Мар, пер. Одесский, д. 840 к. 9/2",kponomarev@bragin.com,https://ip.org/,+77282655416,False
Ход,другое,"Новороссийск, ул. Казанская, д. 41",moise_2021@en.edu,https://www.gruppa.net/,+77779382134,False
Господь куча,кафе,"Руза, ул. Гончарова, д. 715",kseliverstov@rao.com,https://sazonova.org/,+73915521503,False
Падать,фастфуд,"Благовещенск (Амур.), пер. Дзержинского, д. 3/7 к. 1/5",cromanova@kubanskaja.com,https://www.kalinina.edu/,+79797786957,False
Интеллектуальный приятель,фастфуд,"Шуя, ш. Васильковое, д. 236 стр. 7/1",ivanna_13@zao.net,https://oao.biz/,+77600577428,False
Скользить затянуться,фастфуд,"Биробиджан, ш. Заливное, д. 1",kondratevamarija@ip.ru,http://www.ooo.com/,+78774217495,False
Правильный возникновение,антикафе,"Качканар, бул. Балтийский, д. 908 стр. 11",zatsevlavrenti@zao.edu,https://www.rao.com/,+78653023609,False
Отдел интернет,фастфуд,"Киржач, ш. Куйбышева, д. 3",nvlasova@mon.org,http://ooo.org/,+74992217109,False
Обида,студия,"Саратов, алл. Шоссейная, д. 856",evdokija09@gruppa.ru,http://www.oao.edu/,+77069668017,False
Через экзамен,фастфуд,"Миасс, пер. Революционный, д. 6",feoktist71@bristol.net,http://ip.ru/,+74743032159,False
Редактор правый,студия,"Гагарин, пер. Коллективный, д. 25 к. 8/4",martjan88@oao.ru,https://ao.net/,+77853749230,False
Деловой триста,антикафе,"Слюдянка, пр. Красногвардейский, д. 27 к. 9/9",kasjankalinin@dementeva.net,http://www.gushchina.edu/,+77719693266,False
Подземный,ресторан,"Добрянка, пер. Кузнецкий, д. 788 к. 573",kim_1996@ponomarev.org,http://npo.com/,+74712833191,False
Означать деньги,другое,"Майкоп, ш. Тихое, д. 35 стр. 813",anzhela2002@ao.com,http://zao.ru/,+77630138024,False
Результат новый,ресторан,"Баргузин, бул. Вольный, д. 262 к. 3/3",svjatoslav_89@npo.edu,https://rao.info/,+77114418550,False
Темнеть реклама,кафе,"Междуреченский, ул. Береговая, д. 5 к. 213",vrogova@ooo.ru,https://npo.com/,+77017570029,False
Неправда,кафе,"Ребриха, алл. Главная, д. 2 стр. 6",vissarion91@ooo.biz,https://www.zinovev.edu/,+77773042067,False
Военный,магазин,"Оленегорск (Якут.), ш. Приозерное, д. 6/6 к. 12",ernst_1995@oao.org,https://aksenova.info/,+79177079106,False
Отдел,студия,"Вязьма, ул. Геологическая, д. 91 стр. 7/2",alla_48@npo.com,https://www.ooo.biz/,+73849839133,False
Невозможно грудь,кафе,"Нижневартовск, наб. Ключевая, д. 403 стр. 5/5",artemi_2007@alekseev.ru,https://www.ao.info/,+79544424954,False
Багровый,студия,"Кажим, алл. Комарова, д. 3 к. 6/6",ljubim_59@npo.ru,http://www.ip.ru/,+77772797232,False
Беспомощный коммунизм,магазин,"Шуя, ш. Медицинское, д. 64",krilovavarvara@rao.org,http://www.ip.ru/,+77187069255,False
Горький ответить,ресторан,"Моздок, бул. Щербакова, д. 353 стр. 99",milan2015@rao.net,https://www.ao.org/,+74744719709,False
Кольцо,магазин,"Люберцы, ш. Привокзальное, д. 9 к. 7",fade_38@oao.net,http://www.zao.com/,+79863905242,False
Бак запеть,фастфуд,"Ступино, пр. Монтажников, д. 7/6",gorbachevipat@zimina.edu,https://npo.net/,+77775765053,False
Уточнить заработать,ресторан,"Уренгой, ш. Зои Космодемьянской, д. 237 к. 1",galina65@rao.biz,http://www.gsl.edu/,+77645914640,False
Спичка коллектив,антикафе,"Миллерово, ул. Урицкого, д. 4 к. 7/6",gevseeva@rao.info,http://td.net/,+79417382355,False
Совет,ресторан,"Энгельс, бул. Октября, д. 6/3",nestor_18@mosinzhproekt.com,https://ao.biz/,+73816024514,False
Бровь четыре,другое,"Кашхатау, бул. Щетинкина, д. 4/9 стр. 74",sorokinmefodi@ooo.biz,https://rao.com/,+77624605489,False
Посвятить палка,студия,"Анадырь, алл. Пригородная, д. 79",afinogenrodionov@oao.biz,https://www.ip.info/,+77088710962,False
Стакан мрачно,студия,"Углегорск, пер. Трудовой, д. 30 к. 2",karpovaalevtina@kompanija.org,http://www.rao.org/,+77078482949,False
Тусклый приличный,фастфуд,"Лысьва, ул. Гоголя, д. 4 стр. 53",ereme_40@rao.biz,https://www.npo.biz/,+77770479172,False
Наслаждение,студия,"Хасавюрт, алл. Высотная, д. 5 стр. 774",boleslavbikov@ip.edu,https://silovie.org/,+74155267677,False
Соответствие,магазин,"Внуково (метеост.), пр. Шахтерский, д. 64",vladislavustinov@rao.ru,https://www.takeda.edu/,+79056581382,False
Возможно покидать,кафе,"Лабинск, ул. Нижняя, д. 9/3 стр. 1",silinleonti@glavnoe.net,https://ao.net/,+73830048795,False
Важный даль,фастфуд,"Калач, пер. Ермака, д. 4",vbragina@rao.net,http://agafonova.edu/,+77784192725,False
Домашний развитый,магазин,"Владикавказ, ул. Лазо, д. 491 к. 43",ernst_1990@zao.biz,http://www.rao.org/,+77234700613,False
Прощение костер,ресторан,"Ирбит, бул. Кубанский, д. 5/1 стр. 761",galaktion_57@kiseleva.ru,https://sogaz.org/,+74113517153,False
Полностью кпсс,другое,"Раменское, пер. Славянский, д. 1",kapiton_87@oao.org,http://www.ip.edu/,+74862731022,False
Дыхание эпоха,другое,"Бугульма, алл. Вишневая, д. 4",loginovcheslav@ooo.net,http://www.gruppa.com/,+77067017045,False
Изменение витрина,студия,"Жуковский, ш. Чайковского, д. 36 стр. 10",jalekseev@oao.org,http://www.rao.edu/,+79858950693,False
Исследование встать,магазин,"Усть-Кулом, наб. Радищева, д. 988",ermola2012@oao.ru,http://www.martinov.ru/,+77754030933,False
Трясти забирать,другое,"Уренгой, бул. Мостовой, д. 71 к. 248",antonovnatan@kornilov.edu,https://www.zao.com/,+74994253372,False
Инфекция,кафе,"Ачхой Мартан, пр. Спортивный, д. 924 к. 7",zuevavalentina@rao.ru,https://www.ao.com/,+77600639925,False
Какой намерение,кафе,"Гатчина, ш. Матросова, д. 8 к. 8/8",leonid57@ooo.info,https://ip.edu/,+77003015517,False
Мусор,магазин,"Владимир, алл. Ворошилова, д. 6 к. 5/6",ljubov32@strelkova.org,http://avtozapravochnie.edu/,+77470419018,False
Левый космос,другое,"Яхрома, пер. Южный, д. 160",olga_2016@oao.edu,http://www.rao.org/,+73818999541,False
Спешить,студия,"Люберцы, алл. Украинская, д. 1",harlampi2007@rao.org,http://bank.biz/,+77784043687,False
Налоговый торопливый,студия,"Надым, ш. Петровское, д. 60 стр. 26",kuzma1978@teva.biz,https://www.npo.info/,+77626880687,False
Медицина совещание,студия,"Сладково, наб. Смоленская, д. 8/3",angelina1982@gruppa.com,http://sazonov.info/,+79993407950,False
Сынок,антикафе,"Корсаков, бул. Просвещения, д. 5/9 к. 9",beljakovaanzhelika@npo.com,https://www.ao.info/,+74963124992,False
Плавно собеседник,антикафе,"Ступино, пер. Киевский, д. 96 к. 8/7",tretjakovazhanna@rao.org,http://www.savin.edu/,+77711234964,False
Вчера рис,студия,"Двинской, пр. Добролюбова, д. 760",agata_05@rao.edu,https://www.kargill.edu/,+77607986950,False
Разводить наслаждение,антикафе,"Тулпан, пр. Тракторный, д. 44 к. 8",nestor36@rao.edu,http://bikova.org/,+73651460047,False
Миг юный,другое,"Ростов-на-Дону, наб. Новосельская, д. 6/8 стр. 9/5",grigorevboris@ooo.org,https://www.npo.net/,+77628037887,False
Еврейский,ресторан,"Киров (Вятка), наб. Солнечная, д. 661",ignati_1973@shubin.org,http://www.ao.org/,+77616064307,False
Аллея пересечь,другое,"Яхрома, алл. Крымская, д. 1 к. 44",baranovkonon@ooo.biz,http://ooo.org/,+77634897337,False
Секунда,антикафе,"Новосибирск, ш. 60 лет СССР, д. 6",valerjan1995@ao.net,https://www.rao.ru/,+77222297828,False
Аж,студия,"Карпинск, алл. Щербакова, д. 9 стр. 683",ratmirbelousov@ooo.net,http://zao.edu/,+77274029352,False
Мелькнуть,ресторан,"Сковородино, бул. Ясный, д. 5",samsonmihalov@bragin.info,http://www.sibirskaja.ru/,+79521408129,False
